id,Keyword,Country,Location,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous URL inside,Previous URL,Current URL inside,Current URL,Previous date,Current date,Branded,Local,Navigational,Informational,Commercial,Transactional
38,多人活動遊戲,HK,Hong Kong,"Sitelinks, People also ask",250,1,,0,0,0,0,22,26,-4.0,,https://pretty.presslogic.com/article/731172/%E7%A0%B4%E5%86%B0%E9%81%8A%E6%88%B2-%E5%9C%98%E9%AB%94%E9%81%8A%E6%88%B2,,https://pretty.presslogic.com/article/731172/%E7%A0%B4%E5%86%B0%E9%81%8A%E6%88%B2-%E5%9C%98%E9%AB%94%E9%81%8A%E6%88%B2,2025-01-22 22:12:54,2025-05-01 10:31:47,False,False,False,True,False,False
39,私人風呂,HK,Hong Kong,Thumbnail,200,0,,0,0,0,0,31,23,8.0,,https://pretty.presslogic.com/article/733045/%E6%97%A5%E6%9C%AC%E6%BA%AB%E6%B3%89%E6%8E%A8%E4%BB%8B,,https://pretty.presslogic.com/article/733045/%E6%97%A5%E6%9C%AC%E6%BA%AB%E6%B3%89%E6%8E%A8%E4%BB%8B,2025-01-21 05:22:29,2025-04-26 05:25:24,False,False,False,True,True,False
40,張敬軒感情,HK,Hong Kong,,400,0,,0,0,0,0,35,29,6.0,,https://pretty.presslogic.com/article/716916/%E5%BC%B5%E6%95%AC%E8%BB%92-%E8%8A%B7%E7%8F%8A%E7%B4%84%E6%82%A8-%E7%9C%9F%E6%84%9B-%E6%8B%8D%E6%8B%96%E6%AC%A1%E6%95%B8-%E5%A4%A7%E8%AB%87%E6%84%9F%E6%83%85%E4%BA%8B,,https://pretty.presslogic.com/article/716916/%E5%BC%B5%E6%95%AC%E8%BB%92-%E8%8A%B7%E7%8F%8A%E7%B4%84%E6%82%A8-%E7%9C%9F%E6%84%9B-%E6%8B%8D%E6%8B%96%E6%AC%A1%E6%95%B8-%E5%A4%A7%E8%AB%87%E6%84%9F%E6%83%85%E4%BA%8B,2025-01-29 11:42:33,2025-04-09 21:28:56,False,False,False,True,False,False
41,rickykazaf,HK,Hong Kong,Thumbnail,150,4,,0,0,0,0,23,23,,,https://pretty.presslogic.com/article/720719/youtuber-ricky-kazaf-%E7%94%B7%E5%A3%AB%E7%BE%8E%E5%AE%B9%E4%B8%AD%E5%BF%83-%E9%A0%90%E7%B9%B3%E5%BC%8F%E6%9C%83%E5%93%A1%E6%9C%8D%E5%8B%99-%E5%AE%A3%E5%B8%83%E7%B5%90%E6%A5%AD,,https://pretty.presslogic.com/article/720719/youtuber-ricky-kazaf-%E7%94%B7%E5%A3%AB%E7%BE%8E%E5%AE%B9%E4%B8%AD%E5%BF%83-%E9%A0%90%E7%B9%B3%E5%BC%8F%E6%9C%83%E5%93%A1%E6%9C%8D%E5%8B%99-%E5%AE%A3%E5%B8%83%E7%B5%90%E6%A5%AD,2025-02-08 05:44:02,2025-04-21 12:06:50,False,False,True,True,False,False
42,眼油脂粒,HK,Hong Kong,"Thumbnail, People also ask",150,0,0.31,0,0,0,0,46,26,20.0,,https://pretty.presslogic.com/article/675148/%E6%B2%B9%E8%84%82%E7%B2%92-%E9%A0%90%E9%98%B2%E6%B2%B9%E8%84%82%E7%B2%92-%E7%9C%BC%E9%83%A8%E5%91%A8%E5%9C%8D-%E8%AD%B7%E8%86%9A%E6%96%B9%E6%B3%95-%E9%85%B8%E9%A1%9E%E7%94%A2%E5%93%81,,https://pretty.presslogic.com/article/675148/%E6%B2%B9%E8%84%82%E7%B2%92-%E9%A0%90%E9%98%B2%E6%B2%B9%E8%84%82%E7%B2%92-%E7%9C%BC%E9%83%A8%E5%91%A8%E5%9C%8D-%E8%AD%B7%E8%86%9A%E6%96%B9%E6%B3%95-%E9%85%B8%E9%A1%9E%E7%94%A2%E5%93%81,2025-01-27 03:39:41,2025-05-06 02:22:00,False,False,False,True,False,False
43,base bread評價,HK,Hong Kong,Sitelinks,100,0,,0,0,0,0,33,23,10.0,,https://pretty.presslogic.com/article/689528/%E9%BA%B5%E5%8C%85%E4%B9%9F%E5%8F%AF%E4%BB%A5%E6%88%90%E7%82%BA%E6%96%B0%E4%B8%BB%E9%A3%9F%E6%BD%AE%E6%B5%81%EF%BC%9F%E6%97%A5%E6%9C%AC%E7%86%B1%E7%88%86base-food%E4%B8%80%E6%AC%A1%E8%BC%95%E9%AC%86,,https://pretty.presslogic.com/article/689528/%E9%BA%B5%E5%8C%85%E4%B9%9F%E5%8F%AF%E4%BB%A5%E6%88%90%E7%82%BA%E6%96%B0%E4%B8%BB%E9%A3%9F%E6%BD%AE%E6%B5%81%EF%BC%9F%E6%97%A5%E6%9C%AC%E7%86%B1%E7%88%86base-food%E4%B8%80%E6%AC%A1%E8%BC%95%E9%AC%86,2025-01-21 09:05:30,2025-04-25 04:24:23,True,False,False,True,True,False
44,女友撒嬌方式,HK,Hong Kong,,100,0,,0,0,0,0,26,24,2.0,,https://pretty.presslogic.com/article/351284/%E6%92%92%E5%AC%8C-%E6%97%A5%E6%9C%AC%E8%AA%BF%E6%9F%A5-%E7%94%B7%E7%94%9F%E6%9C%80%E5%8F%97%E8%90%BD-5%E5%80%8B%E5%B0%8F%E8%88%89%E5%8B%95-%E5%BF%83%E5%8B%95,,https://pretty.presslogic.com/article/351284/%E6%92%92%E5%AC%8C-%E6%97%A5%E6%9C%AC%E8%AA%BF%E6%9F%A5-%E7%94%B7%E7%94%9F%E6%9C%80%E5%8F%97%E8%90%BD-5%E5%80%8B%E5%B0%8F%E8%88%89%E5%8B%95-%E5%BF%83%E5%8B%95,2025-02-04 15:48:03,2025-04-15 22:47:45,False,False,False,True,False,False
45,日本名牌手袋,HK,Hong Kong,"Thumbnail, People also ask, Sitelinks",200,0,,0,0,0,0,39,26,13.0,,https://pretty.presslogic.com/article/727474/%E5%90%8D%E7%89%8C%E6%94%BB%E7%95%A5-%E6%97%A5%E6%9C%AC-chanel-lv-dior-%E9%80%80%E7%A8%85,,https://pretty.presslogic.com/article/727474/%E5%90%8D%E7%89%8C%E6%94%BB%E7%95%A5-%E6%97%A5%E6%9C%AC-chanel-lv-dior-%E9%80%80%E7%A8%85,2025-02-02 14:15:39,2025-04-12 17:05:29,False,False,False,False,True,True
46,怎麼變白最快,HK,Hong Kong,"Featured snippet, People also ask",200,0,,0,0,0,0,71,27,44.0,,https://pretty.presslogic.com/article/646329/%E5%A4%A9%E7%84%B6%E7%BE%8E%E7%99%BD%E6%96%B9%E6%B3%95%E6%95%99%E5%AD%B8-%E7%94%9F%E7%90%86%E6%9C%9F-%E5%A4%8F%E5%A4%A9%E7%BE%8E%E7%99%BD-%E7%BE%8E%E7%99%BD%E9%BB%83%E9%87%91%E6%9C%9F-%E4%BA%AE%E7%99%BD%E7%9A%AE%E8%86%9A-diy%E9%9D%A2%E8%86%9C-%E7%9A%AE%E8%86%9A%E5%90%B8%E6%94%B6%E5%8A%9B,,https://pretty.presslogic.com/article/744588/%E7%BE%8E%E7%99%BD%E6%96%B9%E6%B3%95-%E6%80%8E%E9%BA%BC%E8%AE%8A%E7%99%BD%E6%9C%80%E5%BF%AB,2025-01-27 22:39:35,2025-05-06 05:34:12,False,False,False,True,False,False
47,隱世cafe,HK,Hong Kong,"Thumbnail, Knowledge panel",100,0,0.19,0,0,0,0,23,24,-1.0,,https://pretty.presslogic.com/article/635864/%E9%A6%99%E6%B8%AF%E5%A5%BD%E5%8E%BB%E8%99%95-%E9%A6%99%E6%B8%AF%E6%89%93%E5%8D%A1-%E9%9A%B1%E4%B8%96cafe-%E6%97%A5%E7%B3%BBcafe-%E6%89%93%E5%8D%A1cafe,,https://pretty.presslogic.com/article/635864/%E9%A6%99%E6%B8%AF%E5%A5%BD%E5%8E%BB%E8%99%95-%E9%A6%99%E6%B8%AF%E6%89%93%E5%8D%A1-%E9%9A%B1%E4%B8%96cafe-%E6%97%A5%E7%B3%BBcafe-%E6%89%93%E5%8D%A1cafe,2025-02-07 06:46:53,2025-04-19 01:07:53,False,False,False,True,True,False
48,名牌背囊女,HK,Hong Kong,Thumbnail,150,0,0.07,0,0,0,0,30,26,4.0,,https://pretty.presslogic.com/article/348205/10%E5%B9%B4%E5%BE%8C%E4%B9%9F%E4%B8%8D%E6%9C%83%E7%9C%8B%E8%86%A9-%E6%9C%80%E5%80%BC%E5%BE%97%E6%8A%95%E8%B3%87%E7%9A%845%E6%AC%BE-%E5%90%8D%E7%89%8C%E8%83%8C%E5%9B%8A-%E6%8E%A8%E4%BB%8B-%E4%B8%80%E8%83%8C%E4%B8%8A%E7%AB%8B%E5%8D%B3%E8%AE%93%E9%80%A0%E5%9E%8B%E8%B3%AA%E6%84%9F%E7%BF%BB%E5%80%8D,,https://pretty.presslogic.com/article/721935/%E5%90%8D%E7%89%8C-%E8%83%8C%E5%8C%85-%E8%83%8C%E5%9B%8A-%E5%AF%A6%E7%94%A8-%E5%A4%8F%E6%97%A5-%E5%BA%A6%E5%81%87%E6%97%85%E9%81%8A-%E4%BF%9D%E5%80%BC,2025-02-08 00:49:08,2025-04-20 03:52:34,False,False,False,False,True,True
49,ysl 銀包,HK,Hong Kong,Thumbnail,350,0,0.05,0,0,0,0,36,30,6.0,,https://pretty.presslogic.com/article/469967/%E5%90%8D%E7%89%8C-%E7%9F%AD%E9%8A%80%E5%8C%85-ysl-chloe-%E5%85%A5%E9%96%80-%E4%BF%9D%E5%80%BC-%E5%A5%B6%E7%99%BD-%E7%9F%AD%E7%9A%AE%E5%A4%BE,,https://pretty.presslogic.com/article/469967/%E5%90%8D%E7%89%8C-%E7%9F%AD%E9%8A%80%E5%8C%85-ysl-chloe-%E5%85%A5%E9%96%80-%E4%BF%9D%E5%80%BC-%E5%A5%B6%E7%99%BD-%E7%9F%AD%E7%9A%AE%E5%A4%BE,2025-01-19 22:02:14,2025-04-24 02:58:41,True,False,True,False,True,True
50,包禮物,HK,Hong Kong,Thumbnail,350,0,,0,0,0,0,41,29,12.0,,https://pretty.presslogic.com/article/583769/%E8%81%96%E8%AA%95%E7%A6%AE%E7%89%A9-%E5%84%80%E5%BC%8F%E6%84%9F-%E6%97%A5%E9%9F%93%E7%A6%AE%E7%89%A9%E5%8C%85%E8%A3%9D-%E5%8C%85%E8%A3%9D%E7%B4%A0%E6%9D%90-%E8%B3%AA%E6%84%9F,,https://pretty.presslogic.com/article/583769/%E8%81%96%E8%AA%95%E7%A6%AE%E7%89%A9-%E5%84%80%E5%BC%8F%E6%84%9F-%E6%97%A5%E9%9F%93%E7%A6%AE%E7%89%A9%E5%8C%85%E8%A3%9D-%E5%8C%85%E8%A3%9D%E7%B4%A0%E6%9D%90-%E8%B3%AA%E6%84%9F,2025-02-06 05:40:56,2025-04-18 17:36:27,False,False,False,True,False,False
51,card holder 女,HK,Hong Kong,Thumbnail,200,0,0.2,0,0,0,0,31,28,3.0,,https://pretty.presslogic.com/article/432631/%E7%B2%BE%E9%81%B810%E6%AC%BEol%E5%BF%85%E8%B2%B7%E5%90%8D%E7%89%8Ccard-holder-%E6%9C%80%E5%B9%B3-800%E5%8F%AF%E5%85%A5%E6%89%8B-fendi%E7%B4%AB%E4%B8%81%E9%A6%99%E8%89%B2-chanel%E6%B7%BA%E8%97%8D%E7%B5%95%E7%BE%8E,,https://pretty.presslogic.com/article/432631/%E7%B2%BE%E9%81%B810%E6%AC%BEol%E5%BF%85%E8%B2%B7%E5%90%8D%E7%89%8Ccard-holder-%E6%9C%80%E5%B9%B3-800%E5%8F%AF%E5%85%A5%E6%89%8B-fendi%E7%B4%AB%E4%B8%81%E9%A6%99%E8%89%B2-chanel%E6%B7%BA%E8%97%8D%E7%B5%95%E7%BE%8E,2025-01-30 00:06:47,2025-04-09 12:58:15,False,False,False,False,True,True
52,名牌背囊,HK,Hong Kong,Thumbnail,150,0,,0,0,0,0,39,27,12.0,,https://pretty.presslogic.com/article/348205/10%E5%B9%B4%E5%BE%8C%E4%B9%9F%E4%B8%8D%E6%9C%83%E7%9C%8B%E8%86%A9-%E6%9C%80%E5%80%BC%E5%BE%97%E6%8A%95%E8%B3%87%E7%9A%845%E6%AC%BE-%E5%90%8D%E7%89%8C%E8%83%8C%E5%9B%8A-%E6%8E%A8%E4%BB%8B-%E4%B8%80%E8%83%8C%E4%B8%8A%E7%AB%8B%E5%8D%B3%E8%AE%93%E9%80%A0%E5%9E%8B%E8%B3%AA%E6%84%9F%E7%BF%BB%E5%80%8D,,https://pretty.presslogic.com/article/721935/%E5%90%8D%E7%89%8C-%E8%83%8C%E5%8C%85-%E8%83%8C%E5%9B%8A-%E5%AF%A6%E7%94%A8-%E5%A4%8F%E6%97%A5-%E5%BA%A6%E5%81%87%E6%97%85%E9%81%8A-%E4%BF%9D%E5%80%BC,2025-01-29 07:23:46,2025-04-09 21:08:40,False,False,False,True,True,True
53,chanel classic flap 23價錢,HK,Hong Kong,"Thumbnail, Sitelinks",150,0,0.07,1,0,-1,0,16,29,-13.0,,https://pretty.presslogic.com/article/664876/chanel%E5%8A%A0%E5%83%B92023-%E9%A6%99%E6%B8%AF%E5%83%B9%E6%A0%BC-cf-chanelboy-chanel22-minicf,,https://pretty.presslogic.com/article/664876/chanel%E5%8A%A0%E5%83%B92023-%E9%A6%99%E6%B8%AF%E5%83%B9%E6%A0%BC-cf-chanelboy-chanel22-minicf,2025-01-19 09:38:31,2025-04-25 06:08:39,True,False,False,True,True,False
54,童年零食,HK,Hong Kong,Thumbnail,150,0,0.28,0,0,0,0,25,26,-1.0,,https://pretty.presslogic.com/article/409348/15%E6%AC%BE%E9%A6%99%E6%B8%AF%E5%B7%B2%E6%B6%88%E5%A4%B1%E7%9A%84%E5%A3%AB%E5%A4%9A%E9%9B%B6%E9%A3%9F-%E8%BE%A3%E5%91%B3%E5%8D%B7-%E8%8A%9D%E5%A3%AB%E5%9C%88-%E5%94%A7%E5%94%A7%E5%86%B0-%E5%9B%9B%E6%96%B9%E6%9E%9C%E5%95%AB%E5%96%B1%E5%85%A8%E9%83%BD%E6%98%AF%E7%AB%A5%E5%B9%B4%E5%9B%9E%E6%86%B6,,https://pretty.presslogic.com/article/409348/15%E6%AC%BE%E9%A6%99%E6%B8%AF%E5%B7%B2%E6%B6%88%E5%A4%B1%E7%9A%84%E5%A3%AB%E5%A4%9A%E9%9B%B6%E9%A3%9F-%E8%BE%A3%E5%91%B3%E5%8D%B7-%E8%8A%9D%E5%A3%AB%E5%9C%88-%E5%94%A7%E5%94%A7%E5%86%B0-%E5%9B%9B%E6%96%B9%E6%9E%9C%E5%95%AB%E5%96%B1%E5%85%A8%E9%83%BD%E6%98%AF%E7%AB%A5%E5%B9%B4%E5%9B%9E%E6%86%B6,2025-01-29 02:10:27,2025-05-07 13:33:06,False,False,False,True,False,False
55,王大權,HK,Hong Kong,,100,0,,0,0,0,0,36,26,10.0,,https://pretty.presslogic.com/article/578545/%E5%BC%B5%E7%A7%80%E6%96%87-%E7%B5%90%E5%A9%9A-%E9%98%BFbob-%E9%87%91%E8%9E%8D%E6%89%8D%E4%BF%8A,,https://pretty.presslogic.com/article/578545/%E5%BC%B5%E7%A7%80%E6%96%87-%E7%B5%90%E5%A9%9A-%E9%98%BFbob-%E9%87%91%E8%9E%8D%E6%89%8D%E4%BF%8A,2025-02-07 04:59:32,2025-04-19 14:21:01,False,False,False,True,False,False
56,風象星座特質,HK,Hong Kong,"Featured snippet, People also ask",200,0,,0,0,0,0,48,28,20.0,,https://pretty.presslogic.com/article/732004/%E9%A2%A8%E8%B1%A1%E7%89%B9%E8%B3%AA,,https://pretty.presslogic.com/article/732004/%E9%A2%A8%E8%B1%A1%E7%89%B9%E8%B3%AA,2025-02-01 20:46:13,2025-04-13 10:53:18,False,False,False,True,False,False
57,hermes evelyne mini官網,HK,Hong Kong,"Thumbnail, Sitelinks",200,0,,0,0,0,0,55,28,27.0,,https://pretty.presslogic.com/article/420153/herm%C3%A8s%E5%85%A5%E9%96%80%E5%BF%85%E8%B2%B7mini-evelyne-3%E5%88%861%E5%83%B9%E9%8C%A2%E5%B0%B1%E8%83%BD%E6%93%81%E6%9C%89%E6%84%9B%E9%A6%AC%E4%BB%95-%E6%AF%94lindy-picotin%E6%9B%B4%E4%B8%8D%E5%AE%B9%E6%98%93%E6%92%9E%E6%AC%BE,,https://pretty.presslogic.com/article/420153/herm%C3%A8s%E5%85%A5%E9%96%80%E5%BF%85%E8%B2%B7mini-evelyne-3%E5%88%861%E5%83%B9%E9%8C%A2%E5%B0%B1%E8%83%BD%E6%93%81%E6%9C%89%E6%84%9B%E9%A6%AC%E4%BB%95-%E6%AF%94lindy-picotin%E6%9B%B4%E4%B8%8D%E5%AE%B9%E6%98%93%E6%92%9E%E6%AC%BE,2025-02-03 15:29:15,2025-04-13 23:17:57,True,False,True,False,True,False
58,姜濤ig story,HK,Hong Kong,"Sitelinks, Thumbnail",100,0,,0,0,0,0,40,26,14.0,,https://pretty.presslogic.com/article/545688/mirror%E5%A7%9C%E6%BF%A4-%E5%A7%9C%E6%BF%A4%E6%96%B0%E6%AD%8C-%E5%A7%9C%E6%BF%A4ig-%E5%A7%9C%E6%BF%A4%E7%99%BC%E6%96%B0%E6%AD%8C%E7%8D%BB%E7%8C%9D%E9%80%9D%E6%91%AF%E5%8F%8B,,https://pretty.presslogic.com/article/545688/mirror%E5%A7%9C%E6%BF%A4-%E5%A7%9C%E6%BF%A4%E6%96%B0%E6%AD%8C-%E5%A7%9C%E6%BF%A4ig-%E5%A7%9C%E6%BF%A4%E7%99%BC%E6%96%B0%E6%AD%8C%E7%8D%BB%E7%8C%9D%E9%80%9D%E6%91%AF%E5%8F%8B,2025-01-24 18:45:55,2025-05-03 08:52:54,False,False,True,True,False,False
59,蕾絲和服,HK,Hong Kong,People also ask,250,0,,0,0,0,0,28,30,-2.0,,https://pretty.presslogic.com/article/630376/%E6%97%A5%E6%9C%AC%E4%BA%AC%E9%83%BD-%E8%95%BE%E7%B5%B2-%E5%92%8C%E6%9C%8D-%E6%B4%8B%E9%A2%A8-%E6%89%93%E5%8D%A1,,https://pretty.presslogic.com/article/630376/%E6%97%A5%E6%9C%AC%E4%BA%AC%E9%83%BD-%E8%95%BE%E7%B5%B2-%E5%92%8C%E6%9C%8D-%E6%B4%8B%E9%A2%A8-%E6%89%93%E5%8D%A1,2025-01-27 18:48:24,2025-05-06 16:35:41,False,False,False,False,True,True
60,豆袋梳化,HK,Hong Kong,Thumbnail,350,0,,0,0,0,0,28,35,-7.0,,https://pretty.presslogic.com/article/293799/%E5%8F%AF%E4%BB%A5%E4%BF%82%E4%B8%8A%E9%9D%A2hea%E6%88%90%E6%97%A5-%E6%87%B6%E4%BA%BA%E5%BF%85%E8%B2%B7%E8%B6%85%E5%B7%A8%E5%9E%8B-%E8%B1%86%E8%A2%8B%E6%A2%B3%E5%8C%96-%E8%B6%85%E6%9F%94%E8%BB%9F%E8%A7%B8%E6%84%9F%E4%B8%80%E7%A7%92%E7%99%82%E7%99%92%E4%BD%A0%E7%9A%84%E8%BA%AB%E5%BF%83,,https://pretty.presslogic.com/article/293799/%E5%8F%AF%E4%BB%A5%E4%BF%82%E4%B8%8A%E9%9D%A2hea%E6%88%90%E6%97%A5-%E6%87%B6%E4%BA%BA%E5%BF%85%E8%B2%B7%E8%B6%85%E5%B7%A8%E5%9E%8B-%E8%B1%86%E8%A2%8B%E6%A2%B3%E5%8C%96-%E8%B6%85%E6%9F%94%E8%BB%9F%E8%A7%B8%E6%84%9F%E4%B8%80%E7%A7%92%E7%99%82%E7%99%92%E4%BD%A0%E7%9A%84%E8%BA%AB%E5%BF%83,2025-02-04 18:53:07,2025-04-15 04:01:44,False,False,False,True,True,False
61,火象星座特質,HK,Hong Kong,"Featured snippet, People also ask",150,1,,0,0,0,0,36,29,7.0,,https://pretty.presslogic.com/article/732000/%E7%81%AB%E8%B1%A1%E7%89%B9%E8%B3%AA,,https://pretty.presslogic.com/article/732000/%E7%81%AB%E8%B1%A1%E7%89%B9%E8%B3%AA,2025-01-21 19:50:55,2025-04-25 14:28:09,False,False,False,True,False,False
62,大小臉,HK,Hong Kong,"Thumbnail, People also ask, Sitelinks",100,0,0.18,0,0,0,0,42,28,14.0,,https://pretty.presslogic.com/article/679006/%E5%A4%A7%E7%B4%B0%E8%87%89%E8%88%876%E5%A4%A7%E5%A3%9E%E7%BF%92%E6%85%A3%E6%9C%89%E9%97%9C%EF%BC%8C%E7%BF%B9%E8%85%B3%E9%83%BD%E4%B8%8A%E6%A6%9C%EF%BC%81%E9%9B%B6%E6%88%90%E6%9C%AC%E7%9F%AF%E6%AD%A3,,https://pretty.presslogic.com/article/679006/%E5%A4%A7%E7%B4%B0%E8%87%89%E8%88%876%E5%A4%A7%E5%A3%9E%E7%BF%92%E6%85%A3%E6%9C%89%E9%97%9C%EF%BC%8C%E7%BF%B9%E8%85%B3%E9%83%BD%E4%B8%8A%E6%A6%9C%EF%BC%81%E9%9B%B6%E6%88%90%E6%9C%AC%E7%9F%AF%E6%AD%A3,2025-02-03 14:44:32,2025-04-15 18:46:21,False,False,False,True,False,False
63,瘦面運動,HK,Hong Kong,"Featured snippet, People also ask",150,0,,0,0,0,0,38,29,9.0,,https://pretty.presslogic.com/article/723142/%E6%97%A5%E6%9C%AC-youtuber-%E7%98%A6%E8%87%89%E9%81%8B%E5%8B%95-2%E6%98%9F%E6%9C%9F-%E6%B8%9B%E9%9B%99%E4%B8%8B%E5%9B%9E%E5%BE%A9v%E9%9D%A2-%E4%B8%8B%E9%A1%8E,,https://pretty.presslogic.com/article/723142/%E6%97%A5%E6%9C%AC-youtuber-%E7%98%A6%E8%87%89%E9%81%8B%E5%8B%95-2%E6%98%9F%E6%9C%9F-%E6%B8%9B%E9%9B%99%E4%B8%8B%E5%9B%9E%E5%BE%A9v%E9%9D%A2-%E4%B8%8B%E9%A1%8E,2025-02-04 02:44:56,2025-04-15 05:07:25,False,False,False,True,False,False
64,dermacept c25評價,HK,Hong Kong,"Featured snippet, Sitelinks",100,0,0.17,0,0,0,0,22,28,-6.0,,https://pretty.presslogic.com/article/692302/%E5%BC%B5%E6%95%AC%E8%BB%92%E5%8A%9B%E6%8E%A8-dermacept%E7%B4%94%E7%B6%AD%E4%BB%96%E5%91%BDc25%E7%B2%BE%E8%8F%AF-%E5%8F%B2%E4%B8%8A%E6%9C%80%E9%AB%98%E6%BF%83%E5%BA%A6%E7%B4%94%E7%B6%AD%E4%BB%96,,https://pretty.presslogic.com/article/678539/dermacept-c25%E7%B4%94%E7%B6%AD%E4%BB%96%E5%91%BDc%E7%B2%BE%E8%8F%AF-%E5%8F%B2%E4%B8%8A%E6%9C%80%E9%AB%98%E7%B6%AD%E4%BB%96%E5%91%BDc%E6%BF%83%E5%BA%A6%E6%8A%97%E6%B0%A7%E5%8C%96%E7%B2%BE%E8%8F%AF,2025-02-03 20:49:14,2025-04-14 21:12:07,True,False,False,True,True,False
65,食指 戒指,HK,Hong Kong,"Featured snippet, People also ask, Thumbnail",100,0,0.02,0,0,0,0,73,29,44.0,,https://pretty.presslogic.com/article/670399/%E6%88%92%E6%8C%87%E9%96%8B%E9%81%8B%E6%B3%95-%E6%88%92%E6%8C%87%E4%BD%8D%E7%BD%AE-%E8%84%AB%E5%96%AE%E5%BF%85%E7%9C%8B,,https://pretty.presslogic.com/article/670399/%E6%88%92%E6%8C%87%E9%96%8B%E9%81%8B%E6%B3%95-%E6%88%92%E6%8C%87%E4%BD%8D%E7%BD%AE-%E8%84%AB%E5%96%AE%E5%BF%85%E7%9C%8B,2025-01-19 17:25:59,2025-04-30 19:50:04,False,False,False,True,False,False
66,圓臉,HK,Hong Kong,"People also ask, Thumbnail, Sitelinks",150,0,,0,0,0,0,66,25,41.0,,https://pretty.presslogic.com/article/730782/%E5%9C%93%E8%87%89%E5%A5%B3%E7%94%9F-%E9%AB%AE%E5%9E%8B%E7%AF%84%E6%9C%AC-%E4%B8%AD%E5%88%86%E7%80%8F%E6%B5%B7-%E6%8B%89%E9%95%B7%E8%87%89%E9%83%A8%E6%AF%94%E4%BE%8B-%E4%BF%AE%E9%A3%BE%E8%87%89,,https://pretty.presslogic.com/article/723506/%E5%9C%93%E8%87%89%E5%A5%B3%E7%94%9F-%E9%A1%AF%E7%98%A6%E9%AB%AE%E8%89%B2-%E8%97%8D%E9%BB%91%E8%89%B2-%E4%BF%AE%E9%A3%BE%E8%87%89%E5%9E%8B-%E7%81%B0%E7%B4%AB%E8%89%B2-%E6%B6%88%E8%85%AB,2025-01-24 02:51:19,2025-05-04 07:21:15,False,False,False,True,True,False
67,馮盈盈波,HK,Hong Kong,Thumbnail,150,0,,0,0,0,0,40,30,10.0,,https://pretty.presslogic.com/article/564906/%E6%96%B9%E5%8A%9B%E7%94%B3-%E6%B3%A2%E6%B3%A2-%E7%B7%8B%E8%81%9E-%E5%BE%8C%E7%94%9F%E4%BB%94%E5%82%BE%E5%90%93%E5%81%88-%E9%A6%AE%E7%9B%88%E7%9B%88,,https://pretty.presslogic.com/article/564906/%E6%96%B9%E5%8A%9B%E7%94%B3-%E6%B3%A2%E6%B3%A2-%E7%B7%8B%E8%81%9E-%E5%BE%8C%E7%94%9F%E4%BB%94%E5%82%BE%E5%90%93%E5%81%88-%E9%A6%AE%E7%9B%88%E7%9B%88,2025-02-07 04:46:28,2025-04-17 06:34:18,False,False,False,True,False,False
68,6uo,HK,Hong Kong,Thumbnail,400,0,,1,0,-1,0,20,31,-11.0,,https://pretty.presslogic.com/article/670440/%E6%BD%AE%E8%AA%9E2023-%E6%BD%AE%E8%AA%9E-00%E5%BE%8C%E6%BD%AE%E8%AA%9E-%E7%B6%B2%E7%B5%A1%E7%86%B1%E8%A9%B1,,https://pretty.presslogic.com/article/670440/%E6%BD%AE%E8%AA%9E2023-%E6%BD%AE%E8%AA%9E-00%E5%BE%8C%E6%BD%AE%E8%AA%9E-%E7%B6%B2%E7%B5%A1%E7%86%B1%E8%A9%B1,2025-01-31 23:24:03,2025-04-11 00:50:43,False,False,False,True,False,False
69,mr moon,HK,Hong Kong,"Sitelinks, People also ask, Thumbnail",150,6,,1,0,-1,0,18,29,-11.0,,https://pretty.presslogic.com/article/578556/mrnmrsmoon-%E6%9C%AC%E5%9C%B0%E8%A8%AD%E8%A8%88%E5%B8%AB-%E6%9C%AC%E5%9C%B0%E5%89%B5%E4%BD%9C%E8%80%85-3d%E5%8B%95%E7%95%AB,,https://pretty.presslogic.com/article/578556/mrnmrsmoon-%E6%9C%AC%E5%9C%B0%E8%A8%AD%E8%A8%88%E5%B8%AB-%E6%9C%AC%E5%9C%B0%E5%89%B5%E4%BD%9C%E8%80%85-3d%E5%8B%95%E7%95%AB,2025-02-05 23:02:05,2025-04-18 07:34:56,False,False,True,True,False,False
70,天蝎男特質,HK,Hong Kong,"People also ask, Sitelinks",150,4,,0,0,0,0,27,29,-2.0,,https://pretty.presslogic.com/article/732358/%E5%A4%A9%E8%A0%8D%E5%BA%A7%E5%A5%B3%E8%88%87%E5%A4%A9%E8%A0%8D%E5%BA%A7%E7%94%B7%E9%85%8D%E5%B0%8D,,https://pretty.presslogic.com/article/732358/%E5%A4%A9%E8%A0%8D%E5%BA%A7%E5%A5%B3%E8%88%87%E5%A4%A9%E8%A0%8D%E5%BA%A7%E7%94%B7%E9%85%8D%E5%B0%8D,2025-02-02 10:56:21,2025-04-13 23:23:26,False,False,False,True,False,False
